"","treatment","jar_id","day","site","jar_count","replicate","count","is_decreasing","is_all_decreasing"
"4590","14C",11,14,"CI5",101,431,4,TRUE,TRUE
"4591","14C",11,1,"CI5",945,433,48,TRUE,TRUE
"4592","14C",11,3,"CI5",560,433,29,TRUE,TRUE
"4593","14C",11,6,"CI5",335,433,17,TRUE,TRUE
"4594","14C",11,9,"CI5",175,433,6,TRUE,TRUE
"4595","14C",11,11,"CI5",147,433,8,TRUE,TRUE
"4596","14C",11,14,"CI5",33,433,4,TRUE,TRUE
"4597","14C",11,1,"CI5",841,439,48,TRUE,TRUE
"4598","14C",11,3,"CI5",506,439,29,TRUE,TRUE
"4599","14C",11,6,"CI5",312,439,17,TRUE,TRUE
"4600","14C",11,9,"CI5",129,439,6,TRUE,TRUE
"4601","14C",11,11,"CI5",116,439,8,TRUE,TRUE
"4602","14C",11,14,"CI5",63,439,4,TRUE,TRUE
"4603","14C",11,1,"CI5",679,441,48,TRUE,TRUE
"4604","14C",11,3,"CI5",589,441,29,TRUE,TRUE
"4605","14C",11,6,"CI5",328,441,17,TRUE,TRUE
"4606","14C",11,9,"CI5",189,441,6,TRUE,TRUE
"4607","14C",11,11,"CI5",131,441,8,TRUE,TRUE
"4608","14C",11,14,"CI5",84,441,4,TRUE,TRUE
"4609","14C",11,1,"CI5",633,444,48,TRUE,TRUE
"4610","14C",11,3,"CI5",388,444,29,TRUE,TRUE
"4611","14C",11,6,"CI5",319,444,17,TRUE,TRUE
"4612","14C",11,9,"CI5",171,444,6,TRUE,TRUE
"4613","14C",11,11,"CI5",146,444,8,TRUE,TRUE
"4614","14C",11,14,"CI5",90,444,4,TRUE,TRUE
"4615","14C",11,1,"CI5",694,445,48,TRUE,TRUE
"4616","14C",11,3,"CI5",412,445,29,TRUE,TRUE
"4617","14C",11,6,"CI5",327,445,17,TRUE,TRUE
"4618","14C",11,9,"CI5",131,445,6,TRUE,TRUE
"4619","14C",11,11,"CI5",124,445,8,TRUE,TRUE
"4620","14C",11,14,"CI5",38,445,4,TRUE,TRUE
"4621","14C",11,1,"CI5",711,448,48,TRUE,TRUE
"4622","14C",11,3,"CI5",505,448,29,TRUE,TRUE
"4623","14C",11,6,"CI5",265,448,17,TRUE,TRUE
"4624","14C",11,9,"CI5",149,448,6,TRUE,TRUE
"4625","14C",11,11,"CI5",128,448,8,TRUE,TRUE
"4626","14C",11,14,"CI5",99,448,4,TRUE,TRUE
"4627","14C",11,1,"CI5",738,453,48,TRUE,TRUE
"4628","14C",11,3,"CI5",487,453,29,TRUE,TRUE
"4629","14C",11,6,"CI5",367,453,17,TRUE,TRUE
"4630","14C",11,9,"CI5",168,453,6,TRUE,TRUE
"4631","14C",11,11,"CI5",56,453,8,TRUE,TRUE
"4632","14C",11,14,"CI5",45,453,4,TRUE,TRUE
"4633","14C",11,1,"CI5",917,463,48,TRUE,TRUE
"4634","14C",11,3,"CI5",644,463,29,TRUE,TRUE
"4635","14C",11,6,"CI5",277,463,17,TRUE,TRUE
"4636","14C",11,9,"CI5",166,463,6,TRUE,TRUE
"4637","14C",11,11,"CI5",145,463,8,TRUE,TRUE
"4638","14C",11,14,"CI5",86,463,4,TRUE,TRUE
"4639","14C",11,1,"CI5",979,464,48,TRUE,TRUE
"4640","14C",11,3,"CI5",437,464,29,TRUE,TRUE
"4641","14C",11,6,"CI5",345,464,17,TRUE,TRUE
"4642","14C",11,9,"CI5",148,464,6,TRUE,TRUE
"4643","14C",11,11,"CI5",126,464,8,TRUE,TRUE
"4644","14C",11,14,"CI5",62,464,4,TRUE,TRUE
"4645","14C",11,1,"CI5",843,465,48,TRUE,TRUE
"4646","14C",11,3,"CI5",471,465,29,TRUE,TRUE
"4647","14C",11,6,"CI5",443,465,17,TRUE,TRUE
"4648","14C",11,9,"CI5",185,465,6,TRUE,TRUE
"4649","14C",11,11,"CI5",119,465,8,TRUE,TRUE
"4650","14C",11,14,"CI5",111,465,4,TRUE,TRUE
"4651","14C",11,1,"CI5",718,466,48,TRUE,TRUE
"4652","14C",11,3,"CI5",457,466,29,TRUE,TRUE
"4653","14C",11,6,"CI5",310,466,17,TRUE,TRUE
"4654","14C",11,9,"CI5",194,466,6,TRUE,TRUE
"4655","14C",11,11,"CI5",71,466,8,TRUE,TRUE
"4656","14C",11,14,"CI5",47,466,4,TRUE,TRUE
"4657","14C",11,1,"CI5",820,471,48,TRUE,TRUE
"4658","14C",11,3,"CI5",470,471,29,TRUE,TRUE
"4659","14C",11,6,"CI5",311,471,17,TRUE,TRUE
"4660","14C",11,9,"CI5",112,471,6,TRUE,TRUE
"4661","14C",11,11,"CI5",98,471,8,TRUE,TRUE
"4662","14C",11,14,"CI5",38,471,4,TRUE,TRUE
"4663","14C",11,1,"CI5",1046,473,48,TRUE,TRUE
"4664","14C",11,3,"CI5",534,473,29,TRUE,TRUE
"4665","14C",11,6,"CI5",207,473,17,TRUE,TRUE
"4666","14C",11,9,"CI5",150,473,6,TRUE,TRUE
"4667","14C",11,11,"CI5",126,473,8,TRUE,TRUE
"4668","14C",11,14,"CI5",114,473,4,TRUE,TRUE
"4669","14C",11,1,"CI5",663,479,48,TRUE,TRUE
"4670","14C",11,3,"CI5",464,479,29,TRUE,TRUE
"4671","14C",11,6,"CI5",265,479,17,TRUE,TRUE
"4672","14C",11,9,"CI5",148,479,6,TRUE,TRUE
"4673","14C",11,11,"CI5",140,479,8,TRUE,TRUE
"4674","14C",11,14,"CI5",53,479,4,TRUE,TRUE
"4675","14C",11,1,"CI5",964,480,48,TRUE,TRUE
"4676","14C",11,3,"CI5",410,480,29,TRUE,TRUE
"4677","14C",11,6,"CI5",314,480,17,TRUE,TRUE
"4678","14C",11,9,"CI5",202,480,6,TRUE,TRUE
"4679","14C",11,11,"CI5",183,480,8,TRUE,TRUE
"4680","14C",11,14,"CI5",108,480,4,TRUE,TRUE
"4681","14C",11,1,"CI5",840,485,48,TRUE,TRUE
"4682","14C",11,3,"CI5",632,485,29,TRUE,TRUE
"4683","14C",11,6,"CI5",407,485,17,TRUE,TRUE
"4684","14C",11,9,"CI5",210,485,6,TRUE,TRUE
"4685","14C",11,11,"CI5",178,485,8,TRUE,TRUE
"4686","14C",11,14,"CI5",156,485,4,TRUE,TRUE
"4687","14C",11,1,"CI5",728,486,48,TRUE,TRUE
"4688","14C",11,3,"CI5",446,486,29,TRUE,TRUE
"4689","14C",11,6,"CI5",223,486,17,TRUE,TRUE
"4690","14C",11,9,"CI5",156,486,6,TRUE,TRUE
"4691","14C",11,11,"CI5",115,486,8,TRUE,TRUE
"4692","14C",11,14,"CI5",98,486,4,TRUE,TRUE
"4693","14C",11,1,"CI5",681,489,48,TRUE,TRUE
"4694","14C",11,3,"CI5",567,489,29,TRUE,TRUE
"4695","14C",11,6,"CI5",376,489,17,TRUE,TRUE
"4696","14C",11,9,"CI5",125,489,6,TRUE,TRUE
"4697","14C",11,11,"CI5",97,489,8,TRUE,TRUE
"4698","14C",11,14,"CI5",96,489,4,TRUE,TRUE
"4699","14C",11,1,"CI5",851,491,48,TRUE,TRUE
"4700","14C",11,3,"CI5",574,491,29,TRUE,TRUE
"4701","14C",11,6,"CI5",238,491,17,TRUE,TRUE
"4702","14C",11,9,"CI5",165,491,6,TRUE,TRUE
"4703","14C",11,11,"CI5",123,491,8,TRUE,TRUE
"4704","14C",11,14,"CI5",78,491,4,TRUE,TRUE
"4705","14C",11,1,"CI5",887,493,48,TRUE,TRUE
"4706","14C",11,3,"CI5",460,493,29,TRUE,TRUE
"4707","14C",11,6,"CI5",337,493,17,TRUE,TRUE
"4708","14C",11,9,"CI5",171,493,6,TRUE,TRUE
"4709","14C",11,11,"CI5",148,493,8,TRUE,TRUE
"4710","14C",11,14,"CI5",85,493,4,TRUE,TRUE
"4711","14C",11,1,"CI5",1009,494,48,TRUE,TRUE
"4712","14C",11,3,"CI5",684,494,29,TRUE,TRUE
"4713","14C",11,6,"CI5",306,494,17,TRUE,TRUE
"4714","14C",11,9,"CI5",136,494,6,TRUE,TRUE
"4715","14C",11,11,"CI5",119,494,8,TRUE,TRUE
"4716","14C",11,14,"CI5",118,494,4,TRUE,TRUE
"4717","14C",11,1,"CI5",698,501,48,TRUE,TRUE
"4718","14C",11,3,"CI5",476,501,29,TRUE,TRUE
"4719","14C",11,6,"CI5",436,501,17,TRUE,TRUE
"4720","14C",11,9,"CI5",160,501,6,TRUE,TRUE
"4721","14C",11,11,"CI5",113,501,8,TRUE,TRUE
"4722","14C",11,14,"CI5",73,501,4,TRUE,TRUE
"4723","14C",11,1,"CI5",769,502,48,TRUE,TRUE
"4724","14C",11,3,"CI5",443,502,29,TRUE,TRUE
"4725","14C",11,6,"CI5",269,502,17,TRUE,TRUE
"4726","14C",11,9,"CI5",142,502,6,TRUE,TRUE
"4727","14C",11,11,"CI5",127,502,8,TRUE,TRUE
"4728","14C",11,14,"CI5",64,502,4,TRUE,TRUE
"4729","14C",11,1,"CI5",989,510,48,TRUE,TRUE
"4730","14C",11,3,"CI5",452,510,29,TRUE,TRUE
"4731","14C",11,6,"CI5",270,510,17,TRUE,TRUE
"4732","14C",11,9,"CI5",232,510,6,TRUE,TRUE
"4733","14C",11,11,"CI5",159,510,8,TRUE,TRUE
"4734","14C",11,14,"CI5",95,510,4,TRUE,TRUE
"4735","14C",11,1,"CI5",654,518,48,TRUE,TRUE
"4736","14C",11,3,"CI5",415,518,29,TRUE,TRUE
"4737","14C",11,6,"CI5",212,518,17,TRUE,TRUE
"4738","14C",11,9,"CI5",141,518,6,TRUE,TRUE
"4739","14C",11,11,"CI5",115,518,8,TRUE,TRUE
"4740","14C",11,14,"CI5",84,518,4,TRUE,TRUE
"4741","14C",11,1,"CI5",820,524,48,TRUE,TRUE
"4742","14C",11,3,"CI5",517,524,29,TRUE,TRUE
"4743","14C",11,6,"CI5",256,524,17,TRUE,TRUE
"4744","14C",11,9,"CI5",172,524,6,TRUE,TRUE
"4745","14C",11,11,"CI5",159,524,8,TRUE,TRUE
"4746","14C",11,14,"CI5",34,524,4,TRUE,TRUE
"4747","14C",11,1,"CI5",896,526,48,TRUE,TRUE
"4748","14C",11,3,"CI5",471,526,29,TRUE,TRUE
"4749","14C",11,6,"CI5",468,526,17,TRUE,TRUE
"4750","14C",11,9,"CI5",141,526,6,TRUE,TRUE
"4751","14C",11,11,"CI5",118,526,8,TRUE,TRUE
"4752","14C",11,14,"CI5",77,526,4,TRUE,TRUE
"4753","14C",11,1,"CI5",797,530,48,TRUE,TRUE
"4754","14C",11,3,"CI5",367,530,29,TRUE,TRUE
"4755","14C",11,6,"CI5",250,530,17,TRUE,TRUE
"4756","14C",11,9,"CI5",78,530,6,TRUE,TRUE
"4757","14C",11,11,"CI5",67,530,8,TRUE,TRUE
"4758","14C",11,14,"CI5",53,530,4,TRUE,TRUE
"4759","14C",11,1,"CI5",879,538,48,TRUE,TRUE
"4760","14C",11,3,"CI5",536,538,29,TRUE,TRUE
"4761","14C",11,6,"CI5",324,538,17,TRUE,TRUE
"4762","14C",11,9,"CI5",201,538,6,TRUE,TRUE
"4763","14C",11,11,"CI5",131,538,8,TRUE,TRUE
"4764","14C",11,14,"CI5",38,538,4,TRUE,TRUE
"4765","14C",11,1,"CI5",815,548,48,TRUE,TRUE
"4766","14C",11,3,"CI5",436,548,29,TRUE,TRUE
"4767","14C",11,6,"CI5",317,548,17,TRUE,TRUE
"4768","14C",11,9,"CI5",155,548,6,TRUE,TRUE
"4769","14C",11,11,"CI5",111,548,8,TRUE,TRUE
"4770","14C",11,14,"CI5",79,548,4,TRUE,TRUE
"4771","14C",11,1,"CI5",646,549,48,TRUE,TRUE
"4772","14C",11,3,"CI5",529,549,29,TRUE,TRUE
"4773","14C",11,6,"CI5",362,549,17,TRUE,TRUE
"4774","14C",11,9,"CI5",156,549,6,TRUE,TRUE
"4775","14C",11,11,"CI5",149,549,8,TRUE,TRUE
"4776","14C",11,14,"CI5",91,549,4,TRUE,TRUE
"4777","14C",11,1,"CI5",821,552,48,TRUE,TRUE
"4778","14C",11,3,"CI5",518,552,29,TRUE,TRUE
"4779","14C",11,6,"CI5",397,552,17,TRUE,TRUE
"4780","14C",11,9,"CI5",103,552,6,TRUE,TRUE
"4781","14C",11,11,"CI5",57,552,8,TRUE,TRUE
"4782","14C",11,14,"CI5",49,552,4,TRUE,TRUE
"4783","14C",11,1,"CI5",1070,553,48,TRUE,TRUE
"4784","14C",11,3,"CI5",555,553,29,TRUE,TRUE
"4785","14C",11,6,"CI5",270,553,17,TRUE,TRUE
"4786","14C",11,9,"CI5",208,553,6,TRUE,TRUE
"4787","14C",11,11,"CI5",181,553,8,TRUE,TRUE
"4788","14C",11,14,"CI5",89,553,4,TRUE,TRUE
"4789","14C",11,1,"CI5",796,563,48,TRUE,TRUE
"4790","14C",11,3,"CI5",562,563,29,TRUE,TRUE
"4791","14C",11,6,"CI5",374,563,17,TRUE,TRUE
"4792","14C",11,9,"CI5",172,563,6,TRUE,TRUE
"4793","14C",11,11,"CI5",126,563,8,TRUE,TRUE
"4794","14C",11,14,"CI5",69,563,4,TRUE,TRUE
"4795","14C",11,1,"CI5",762,566,48,TRUE,TRUE
"4796","14C",11,3,"CI5",612,566,29,TRUE,TRUE
"4797","14C",11,6,"CI5",324,566,17,TRUE,TRUE
"4798","14C",11,9,"CI5",170,566,6,TRUE,TRUE
"4799","14C",11,11,"CI5",170,566,8,TRUE,TRUE
"4800","14C",11,14,"CI5",82,566,4,TRUE,TRUE
"4801","14C",11,1,"CI5",720,576,48,TRUE,TRUE
"4802","14C",11,3,"CI5",390,576,29,TRUE,TRUE
"4803","14C",11,6,"CI5",228,576,17,TRUE,TRUE
"4804","14C",11,9,"CI5",204,576,6,TRUE,TRUE
"4805","14C",11,11,"CI5",102,576,8,TRUE,TRUE
"4806","14C",11,14,"CI5",52,576,4,TRUE,TRUE
"4807","14C",11,1,"CI5",814,577,48,TRUE,TRUE
"4808","14C",11,3,"CI5",493,577,29,TRUE,TRUE
"4809","14C",11,6,"CI5",243,577,17,TRUE,TRUE
"4810","14C",11,9,"CI5",131,577,6,TRUE,TRUE
"4811","14C",11,11,"CI5",121,577,8,TRUE,TRUE
"4812","14C",11,14,"CI5",88,577,4,TRUE,TRUE
"4813","14C",11,1,"CI5",946,588,48,TRUE,TRUE
"4814","14C",11,3,"CI5",427,588,29,TRUE,TRUE
"4815","14C",11,6,"CI5",304,588,17,TRUE,TRUE
"4816","14C",11,9,"CI5",182,588,6,TRUE,TRUE
"4817","14C",11,11,"CI5",152,588,8,TRUE,TRUE
"4818","14C",11,14,"CI5",50,588,4,TRUE,TRUE
"4819","14C",11,1,"CI5",770,589,48,TRUE,TRUE
"4820","14C",11,3,"CI5",581,589,29,TRUE,TRUE
"4821","14C",11,6,"CI5",249,589,17,TRUE,TRUE
"4822","14C",11,9,"CI5",117,589,6,TRUE,TRUE
"4823","14C",11,11,"CI5",82,589,8,TRUE,TRUE
"4824","14C",11,14,"CI5",81,589,4,TRUE,TRUE
"4825","14C",11,1,"CI5",859,590,48,TRUE,TRUE
"4826","14C",11,3,"CI5",417,590,29,TRUE,TRUE
"4827","14C",11,6,"CI5",359,590,17,TRUE,TRUE
"4828","14C",11,9,"CI5",185,590,6,TRUE,TRUE
"4829","14C",11,11,"CI5",131,590,8,TRUE,TRUE
"4830","14C",11,14,"CI5",44,590,4,TRUE,TRUE
"4831","14C",11,1,"CI5",890,598,48,TRUE,TRUE
"4832","14C",11,3,"CI5",554,598,29,TRUE,TRUE
"4833","14C",11,6,"CI5",289,598,17,TRUE,TRUE
"4834","14C",11,9,"CI5",164,598,6,TRUE,TRUE
"4835","14C",11,11,"CI5",121,598,8,TRUE,TRUE
"4836","14C",11,14,"CI5",111,598,4,TRUE,TRUE
"4837","14C",11,1,"CI5",818,602,48,TRUE,TRUE
"4838","14C",11,3,"CI5",447,602,29,TRUE,TRUE
"4839","14C",11,6,"CI5",229,602,17,TRUE,TRUE
"4840","14C",11,9,"CI5",123,602,6,TRUE,TRUE
"4841","14C",11,11,"CI5",123,602,8,TRUE,TRUE
"4842","14C",11,14,"CI5",57,602,4,TRUE,TRUE
"4843","14C",11,1,"CI5",672,612,48,TRUE,TRUE
"4844","14C",11,3,"CI5",452,612,29,TRUE,TRUE
"4845","14C",11,6,"CI5",345,612,17,TRUE,TRUE
"4846","14C",11,9,"CI5",145,612,6,TRUE,TRUE
"4847","14C",11,11,"CI5",88,612,8,TRUE,TRUE
"4848","14C",11,14,"CI5",85,612,4,TRUE,TRUE
"4849","14C",11,1,"CI5",1051,614,48,TRUE,TRUE
"4850","14C",11,3,"CI5",422,614,29,TRUE,TRUE
"4851","14C",11,6,"CI5",283,614,17,TRUE,TRUE
"4852","14C",11,9,"CI5",169,614,6,TRUE,TRUE
"4853","14C",11,11,"CI5",133,614,8,TRUE,TRUE
"4854","14C",11,14,"CI5",126,614,4,TRUE,TRUE
"4855","14C",11,1,"CI5",781,616,48,TRUE,TRUE
"4856","14C",11,3,"CI5",431,616,29,TRUE,TRUE
"4857","14C",11,6,"CI5",235,616,17,TRUE,TRUE
"4858","14C",11,9,"CI5",85,616,6,TRUE,TRUE
"4859","14C",11,11,"CI5",82,616,8,TRUE,TRUE
"4860","14C",11,14,"CI5",65,616,4,TRUE,TRUE
"4861","14C",11,1,"CI5",834,617,48,TRUE,TRUE
"4862","14C",11,3,"CI5",406,617,29,TRUE,TRUE
"4863","14C",11,6,"CI5",227,617,17,TRUE,TRUE
"4864","14C",11,9,"CI5",128,617,6,TRUE,TRUE
"4865","14C",11,11,"CI5",120,617,8,TRUE,TRUE
"4866","14C",11,14,"CI5",36,617,4,TRUE,TRUE
"4867","14C",11,1,"CI5",765,623,48,TRUE,TRUE
"4868","14C",11,3,"CI5",454,623,29,TRUE,TRUE
"4869","14C",11,6,"CI5",282,623,17,TRUE,TRUE
"4870","14C",11,9,"CI5",164,623,6,TRUE,TRUE
"4871","14C",11,11,"CI5",126,623,8,TRUE,TRUE
"4872","14C",11,14,"CI5",45,623,4,TRUE,TRUE
"4873","14C",11,1,"CI5",770,626,48,TRUE,TRUE
"4874","14C",11,3,"CI5",548,626,29,TRUE,TRUE
"4875","14C",11,6,"CI5",221,626,17,TRUE,TRUE
"4876","14C",11,9,"CI5",180,626,6,TRUE,TRUE
"4877","14C",11,11,"CI5",135,626,8,TRUE,TRUE
"4878","14C",11,14,"CI5",85,626,4,TRUE,TRUE
"4879","14C",11,1,"CI5",867,634,48,TRUE,TRUE
"4880","14C",11,3,"CI5",472,634,29,TRUE,TRUE
"4881","14C",11,6,"CI5",391,634,17,TRUE,TRUE
"4882","14C",11,9,"CI5",99,634,6,TRUE,TRUE
"4883","14C",11,11,"CI5",94,634,8,TRUE,TRUE
"4884","14C",11,14,"CI5",64,634,4,TRUE,TRUE
"4885","14C",11,1,"CI5",851,646,48,TRUE,TRUE
"4886","14C",11,3,"CI5",428,646,29,TRUE,TRUE
"4887","14C",11,6,"CI5",224,646,17,TRUE,TRUE
"4888","14C",11,9,"CI5",88,646,6,TRUE,TRUE
"4889","14C",11,11,"CI5",83,646,8,TRUE,TRUE
"4890","14C",11,14,"CI5",60,646,4,TRUE,TRUE
"4891","14C",11,1,"CI5",665,653,48,TRUE,TRUE
"4892","14C",11,3,"CI5",518,653,29,TRUE,TRUE
"4893","14C",11,6,"CI5",291,653,17,TRUE,TRUE
"4894","14C",11,9,"CI5",150,653,6,TRUE,TRUE
"4895","14C",11,11,"CI5",62,653,8,TRUE,TRUE
"4896","14C",11,14,"CI5",60,653,4,TRUE,TRUE
"4897","14C",11,1,"CI5",742,667,48,TRUE,TRUE
"4898","14C",11,3,"CI5",476,667,29,TRUE,TRUE
"4899","14C",11,6,"CI5",322,667,17,TRUE,TRUE
"4900","14C",11,9,"CI5",201,667,6,TRUE,TRUE
"4901","14C",11,11,"CI5",103,667,8,TRUE,TRUE
"4902","14C",11,14,"CI5",50,667,4,TRUE,TRUE
"4903","14C",11,1,"CI5",627,670,48,TRUE,TRUE
"4904","14C",11,3,"CI5",390,670,29,TRUE,TRUE
"4905","14C",11,6,"CI5",288,670,17,TRUE,TRUE
"4906","14C",11,9,"CI5",173,670,6,TRUE,TRUE
"4907","14C",11,11,"CI5",129,670,8,TRUE,TRUE
"4908","14C",11,14,"CI5",106,670,4,TRUE,TRUE
"4909","14C",11,1,"CI5",1137,671,48,TRUE,TRUE
"4910","14C",11,3,"CI5",402,671,29,TRUE,TRUE
"4911","14C",11,6,"CI5",332,671,17,TRUE,TRUE
"4912","14C",11,9,"CI5",125,671,6,TRUE,TRUE
"4913","14C",11,11,"CI5",123,671,8,TRUE,TRUE
"4914","14C",11,14,"CI5",98,671,4,TRUE,TRUE
"4915","14C",11,1,"CI5",769,672,48,TRUE,TRUE
"4916","14C",11,3,"CI5",528,672,29,TRUE,TRUE
"4917","14C",11,6,"CI5",486,672,17,TRUE,TRUE
"4918","14C",11,9,"CI5",199,672,6,TRUE,TRUE
"4919","14C",11,11,"CI5",94,672,8,TRUE,TRUE
"4920","14C",11,14,"CI5",93,672,4,TRUE,TRUE
"4921","14C",11,1,"CI5",953,675,48,TRUE,TRUE
"4922","14C",11,3,"CI5",519,675,29,TRUE,TRUE
"4923","14C",11,6,"CI5",316,675,17,TRUE,TRUE
"4924","14C",11,9,"CI5",165,675,6,TRUE,TRUE
"4925","14C",11,11,"CI5",124,675,8,TRUE,TRUE
"4926","14C",11,14,"CI5",58,675,4,TRUE,TRUE
"4927","14C",11,1,"CI5",873,676,48,TRUE,TRUE
"4928","14C",11,3,"CI5",402,676,29,TRUE,TRUE
"4929","14C",11,6,"CI5",247,676,17,TRUE,TRUE
"4930","14C",11,9,"CI5",153,676,6,TRUE,TRUE
"4931","14C",11,11,"CI5",129,676,8,TRUE,TRUE
"4932","14C",11,14,"CI5",72,676,4,TRUE,TRUE
"4933","14C",11,1,"CI5",850,681,48,TRUE,TRUE
"4934","14C",11,3,"CI5",542,681,29,TRUE,TRUE
"4935","14C",11,6,"CI5",181,681,17,TRUE,TRUE
"4936","14C",11,9,"CI5",101,681,6,TRUE,TRUE
"4937","14C",11,11,"CI5",73,681,8,TRUE,TRUE
"4938","14C",11,14,"CI5",49,681,4,TRUE,TRUE
"4939","14C",11,1,"CI5",817,685,48,TRUE,TRUE
"4940","14C",11,3,"CI5",796,685,29,TRUE,TRUE
"4941","14C",11,6,"CI5",303,685,17,TRUE,TRUE
"4942","14C",11,9,"CI5",146,685,6,TRUE,TRUE
"4943","14C",11,11,"CI5",104,685,8,TRUE,TRUE
"4944","14C",11,14,"CI5",67,685,4,TRUE,TRUE
"4945","14C",11,1,"CI5",728,687,48,TRUE,TRUE
"4946","14C",11,3,"CI5",622,687,29,TRUE,TRUE
"4947","14C",11,6,"CI5",390,687,17,TRUE,TRUE
"4948","14C",11,9,"CI5",185,687,6,TRUE,TRUE
"4949","14C",11,11,"CI5",184,687,8,TRUE,TRUE
"4950","14C",11,14,"CI5",103,687,4,TRUE,TRUE
"4951","14C",11,1,"CI5",741,690,48,TRUE,TRUE
"4952","14C",11,3,"CI5",611,690,29,TRUE,TRUE
"4953","14C",11,6,"CI5",311,690,17,TRUE,TRUE
"4954","14C",11,9,"CI5",183,690,6,TRUE,TRUE
"4955","14C",11,11,"CI5",161,690,8,TRUE,TRUE
"4956","14C",11,14,"CI5",97,690,4,TRUE,TRUE
"4957","14C",11,1,"CI5",730,695,48,TRUE,TRUE
"4958","14C",11,3,"CI5",534,695,29,TRUE,TRUE
"4959","14C",11,6,"CI5",415,695,17,TRUE,TRUE
"4960","14C",11,9,"CI5",165,695,6,TRUE,TRUE
"4961","14C",11,11,"CI5",154,695,8,TRUE,TRUE
"4962","14C",11,14,"CI5",66,695,4,TRUE,TRUE
"4963","14C",11,1,"CI5",864,696,48,TRUE,TRUE
"4964","14C",11,3,"CI5",688,696,29,TRUE,TRUE
"4965","14C",11,6,"CI5",248,696,17,TRUE,TRUE
"4966","14C",11,9,"CI5",160,696,6,TRUE,TRUE
"4967","14C",11,11,"CI5",71,696,8,TRUE,TRUE
"4968","14C",11,14,"CI5",35,696,4,TRUE,TRUE
"4969","14C",11,1,"CI5",799,701,48,TRUE,TRUE
"4970","14C",11,3,"CI5",366,701,29,TRUE,TRUE
"4971","14C",11,6,"CI5",325,701,17,TRUE,TRUE
"4972","14C",11,9,"CI5",162,701,6,TRUE,TRUE
"4973","14C",11,11,"CI5",146,701,8,TRUE,TRUE
"4974","14C",11,14,"CI5",43,701,4,TRUE,TRUE
"4975","14C",11,1,"CI5",752,706,48,TRUE,TRUE
"4976","14C",11,3,"CI5",368,706,29,TRUE,TRUE
"4977","14C",11,6,"CI5",299,706,17,TRUE,TRUE
"4978","14C",11,9,"CI5",164,706,6,TRUE,TRUE
"4979","14C",11,11,"CI5",106,706,8,TRUE,TRUE
"4980","14C",11,14,"CI5",22,706,4,TRUE,TRUE
"4981","14C",11,1,"CI5",723,710,48,TRUE,TRUE
"4982","14C",11,3,"CI5",546,710,29,TRUE,TRUE
"4983","14C",11,6,"CI5",230,710,17,TRUE,TRUE
"4984","14C",11,9,"CI5",90,710,6,TRUE,TRUE
"4985","14C",11,11,"CI5",68,710,8,TRUE,TRUE
"4986","14C",11,14,"CI5",45,710,4,TRUE,TRUE
"4987","14C",11,1,"CI5",866,713,48,TRUE,TRUE
"4988","14C",11,3,"CI5",448,713,29,TRUE,TRUE
"4989","14C",11,6,"CI5",341,713,17,TRUE,TRUE
"4990","14C",11,9,"CI5",319,713,6,TRUE,TRUE
"4991","14C",11,11,"CI5",112,713,8,TRUE,TRUE
"4992","14C",11,14,"CI5",99,713,4,TRUE,TRUE
"4993","14C",11,1,"CI5",740,714,48,TRUE,TRUE
"4994","14C",11,3,"CI5",584,714,29,TRUE,TRUE
"4995","14C",11,6,"CI5",331,714,17,TRUE,TRUE
"4996","14C",11,9,"CI5",169,714,6,TRUE,TRUE
"4997","14C",11,11,"CI5",118,714,8,TRUE,TRUE
"4998","14C",11,14,"CI5",94,714,4,TRUE,TRUE
"4999","14C",11,1,"CI5",958,715,48,TRUE,TRUE
"5000","14C",11,3,"CI5",404,715,29,TRUE,TRUE
"5001","14C",11,6,"CI5",265,715,17,TRUE,TRUE
"5002","14C",11,9,"CI5",80,715,6,TRUE,TRUE
"5003","14C",11,11,"CI5",79,715,8,TRUE,TRUE
"5004","14C",11,14,"CI5",59,715,4,TRUE,TRUE
"5005","14C",11,1,"CI5",815,717,48,TRUE,TRUE
"5006","14C",11,3,"CI5",359,717,29,TRUE,TRUE
"5007","14C",11,6,"CI5",357,717,17,TRUE,TRUE
"5008","14C",11,9,"CI5",117,717,6,TRUE,TRUE
"5009","14C",11,11,"CI5",87,717,8,TRUE,TRUE
"5010","14C",11,14,"CI5",31,717,4,TRUE,TRUE
"5011","14C",11,1,"CI5",669,719,48,TRUE,TRUE
"5012","14C",11,3,"CI5",495,719,29,TRUE,TRUE
"5013","14C",11,6,"CI5",305,719,17,TRUE,TRUE
"5014","14C",11,9,"CI5",145,719,6,TRUE,TRUE
"5015","14C",11,11,"CI5",125,719,8,TRUE,TRUE
"5016","14C",11,14,"CI5",40,719,4,TRUE,TRUE
"5017","14C",11,1,"CI5",717,722,48,TRUE,TRUE
"5018","14C",11,3,"CI5",471,722,29,TRUE,TRUE
"5019","14C",11,6,"CI5",239,722,17,TRUE,TRUE
"5020","14C",11,9,"CI5",201,722,6,TRUE,TRUE
"5021","14C",11,11,"CI5",154,722,8,TRUE,TRUE
"5022","14C",11,14,"CI5",63,722,4,TRUE,TRUE
"5023","14C",11,1,"CI5",832,726,48,TRUE,TRUE
"5024","14C",11,3,"CI5",555,726,29,TRUE,TRUE
"5025","14C",11,6,"CI5",288,726,17,TRUE,TRUE
